// Welcome to Admin Shop! Please do not put anything else in the first row,,,,
"// Rows beginning with // are considered comments, and aren't processed. Put helpful notes here if you need them",,,,
,,,,
// Blank lines are also ignored.,,"// Cells that begin with // are ignored, along with any cells to the right of them. Cells to the left won't be ignored if they do not have a //",,
,,,,
"// Items can be formatted in different ways, using KubeJS syntax for easy copying from the game. See each cell in the next line for examples",,,,
//,KubeJS style,KubeJS tags,
//,minecraft:iron_ore,#forge:gems/lapis,
//,,#minecraft:wool,
,,,,
"// Fluids can be formatted in different ways as well, using KubeJS syntax for easy copying from the game",,,,
//,KubeJS style,KubeJS tags,
//,minecraft:water,#minecraft:water,
,,,,
// WARNING: if you delete an entry for buying items with NBT and there are Buyers that currently are set to that item, that may cause a crash or corrupt your world,
// so if you need to delete an NBT entry for some reason, first remove any Buyers set to it
,,
// Define shop items below categories. They are as formatted:,,,,
"// ""buy"" or ""sell"" (the letters b and s also work)","""fluid"" or ""item"" (letters f and i also work)",item or fluid,price,permit tier (only positive values, 0=unlocked by default)
b,i,minecraft:cobblestone,1,0
b,i,minecraft:grass_block,1024,0
b,i,minecraft:oak_log,128,0
b,i,minecraft:oak_sapling,32,0
b,i,minecraft:coal_ore,128,0
b,i,minecraft:raw_copper,256,0
b,i,minecraft:raw_iron,256,0
b,i,minecraft:raw_gold,256,0
b,i,minecraft:redstone_ore,128,0
b,i,thermal:raw_silver,512,0
b,i,thermal:raw_lead,512,0
b,i,thermal:raw_nickel,1024,0
b,i,thermal:raw_tin,256,0
b,i,integrateddynamics:menril_log,32,0
b,i,integrateddynamics:menril_sapling,32,0
b,i,minecraft:sugar_cane,32,0
b,i,minecraft:cactus,32,0
,,,,
b,i,create:raw_zinc,3072,1
b,i,minecraft:kelp,8,1
b,i,industrialforegoing:tinydryrubber,128,1
b,f,industrialforegoing:latex,2,1
b,i,minecraft:bone,144,1
b,i,minecraft:lapis_ore,864,1
b,i,gobber2:gobber2_ore,8192,1
b,i,thermal:apatite_ore,846,1
b,i,minecraft:cobbled_deepslate,8,1
,,,,
b,f,thermal:crude_oil,1,2
b,i,mekanism:raw_osmium,2048,2
b,i,minecraft:diamond_ore,8192,2
b,i,thermal:niter_ore,2048,2
b,i,thermal:oil_sand,150,2
b,i,thermal:sulfur_ore,2048,2
b,i,minecraft:ancient_debris,16384,2
b,i,gobber2:gobber2_ore_nether,16384,2
b,i,create:andesite_alloy,125,2
b,i,create:cogwheel,250,2
b,i,create:large_cogwheel,500,2
b,i,create:shaft,250,2
b,i,create:belt_connector,250,2
b,i,create:gearbox,500,2
,,,,
b,i,minecraft:emerald_ore,16384,3
b,i,minecraft:chorus_flower,65535,3
b,i,mekanism:raw_uranium,4096,3
b,i,mekanism:fluorite_ore,1024,3
b,i,mekanism:ingot_steel,2048,3
b,i,mekanism:alloy_infused,1024,3
b,i,mekanism:alloy_reinforced,4096,3
b,i,mekanism:alloy_atomic,8192,3
b,i,mekanism:steel_casing,8192,3
b,i,powah:uraninite,2048,3
b,i,powah:dielectric_paste,2048,3
b,i,minecraft:villager_spawn_egg,10000000,3
b,i,minecraft:piglin_spawn_egg,1000000,3
b,i,minecraft:rabbit_spawn_egg,500000,3
b,i,minecraft:chicken_spawn_egg,500000,3
b,i,minecraft:slime_spawn_egg,800000,3
b,i,minecraft:cow_spawn_egg,5000000,3
,,,,
b,i,thermal:rubberwood_sapling,8192,4
b,i,gobber2:gobber2_ore_end,32768,4
b,i,bigreactors:benitoite_ore,32768,4
b,i,bigreactors:anglesite_ore,65536,4
b,i,minecraft:nether_quartz_ore,16384,4
b,i,minecraft:experience_bottle,1000,4
b,f,thermal:refined_fuel,20,4
b,f,industrialforegoing:biofuel,20,4
b,f,minecraft:lava,10,4
b,f,minecraft:water,5,4
b,i,minecraft:ghast_spawn_egg,4000000,4
b,i,minecraft:enderman_spawn_egg,500000,4
b,i,minecraft:endermite_spawn_egg,500000,4
b,i,minecraft:allay_spawn_egg,1000000000,4
b,i,minecraft:phantom_spawn_egg,5000000,4
b,i,fluxnetworks:flux_point,100000,4
b,i,fluxnetworks:flux_plug,100000,4
b,i,mekanismgenerators:fission_reactor_casing,50000,4
b,i,ae2:controller,1000000,4
,,,,
s,i,kubejs:cube1_packaged,11520,0
,,,,
s,i,kubejs:cube2_packaged,24860,1
,,,,
s,i,kubejs:cube3_packaged,153600,2
,,,,
s,f,industrialforegoing:pink_slime,1,3
s,f,industrialforegoing:meat,1,3
s,i,kubejs:cube4_packaged,460800,3
,,,,
s,f,industrialforegoing:essence,3,4
s,f,experienceobelisk:cognitium,3,4
s,f,mob_grinding_utils:fluid_xp,3,4
s,f,cofh_core:experience,3,4
s,f,sophisticatedcore:xp_still,3,4
s,f,thermal:refined_fuel,10,4
s,f,industrialforegoing:biofuel,10,4
s,f,minecraft:lava,5,4
,,,,
s,i,minecraft:iron_block,1000,5
s,i,minecraft:gold_block,1000,5
s,i,minecraft:copper_block,1000,5
